,SN Name,SN Type,ExtraCare,SeMask2,Good,Mask,seMask,IFU RA,IFU DEC,SN RA,SN DEC,Separation,ArcName,SN Time,IFU Time,Redshift,Note
0,SN2019tua,II,,,,,,329.500014,24.269238,329.501166666667,24.2658611111111,12.7317835395972,ADP.2019-07-24T09:10:32.252,2019-10-31 07:52:19,2019-06-06T08:38:42.483,0.010424,
1,SN2019obh,IIb,,,,,,69.092507,-10.375867,69.0926875,-10.3722361111111,13.0868184712644,ADP.2016-06-15T12:05:06.587,2019-08-18 12:10:21,2014-12-29T01:20:14.526,0.0355,
2,SN2019mkr,II,,,,,,257.774633,5.852107,257.774083333333,5.85205,1.97915375208092,ADP.2018-04-27T15:39:34.731,2019-08-03 04:04:30,2018-04-17T08:27:51.116,0.0224,
3,SN2019knu,II,,,,,,49.473272,-7.298251,49.4695916666667,-7.30318888888889,22.1067174033904,ADP.2018-10-17T12:58:37.289,2019-07-05 09:36:00,2018-08-22T08:23:33.206,0.017062,
4,SN2019fkq,Ia,0,1 2,0,1,1 2,359.100959,-29.023047,359.101625,-29.0237805555556,3.37182317591299,ADP.2019-10-07T17:13:49.969,2019-05-14 09:11:31,2019-09-07T01:33:39.476,0.045,
5,SN2019ehk,Ib,,,,,,185.734501,15.822736,185.733958333333,15.8261194444444,12.3245648163341,ADP.2019-09-18T17:07:14.564,2019-04-29 22:27:50,2019-04-28T02:38:55.323,0.0043,
6,SN2019dxd,II,,,,,,163.667653,-21.067357,163.674258333333,-21.0669694444444,22.233609986079,ADP.2016-09-06T14:24:08.248,2019-04-24 07:46:33,2015-12-01T06:43:28.196,0.01249,
7,SN2018lab,II,,,,,,94.107264,-21.373196,94.1105,-21.3756611111111,14.0157449212197,ADP.2017-12-12T18:37:54.575,2018-12-29 03:01:26,2017-11-17T07:01:34.703,0.009223,
8,SN2018kcw,II,,,,,,334.038379,-36.843895,334.033066666667,-36.8489222222222,23.7014101092208,ADP.2016-06-23T09:51:35.962,2018-12-19 01:12:00,2014-10-27T00:13:18.766,0.011415,
9,SN2018jfz,II,,,,,,50.078149,-0.296139,50.0780666666667,-0.296325,0.732266871855055,ADP.2019-11-28T13:05:53.718,2018-11-28 10:36:28,2019-10-08T06:33:33.303,0.034,
10,SN2018ivc,II,,,,,,40.670218,-0.01217,40.6719833333333,-0.008866666666667,13.4836282085932,ADP.2016-06-20T16:43:08.124,2018-11-24 01:47:09,2014-11-15T00:33:43.156,0.00379,
11,SN2018iuq,II,,,,,,106.472851,12.893239,106.472625,12.8929611111111,1.27663152980161,ADP.2019-12-08T00:33:13.197,2018-11-21 08:58:33,2019-10-17T07:08:13.913,0.028,
12,SN2018hfm,SN,,,,,,144.036407,6.257987,144.0364,6.25752222222222,1.67338750291118,ADP.2020-01-04T23:56:39.881,2018-10-09 15:07:12,2019-11-17T07:36:15.416,0.008087,
13,SN2018gsr,II,,,,,,2.126733,-1.524663,2.126625,-1.52497222222222,1.17909823228571,ADP.2019-11-28T13:05:53.694,2018-09-14 07:30:43,2019-10-08T04:29:35.520,0.089,
14,SN2018fqm,II,,,,,,75.840215,-28.734093,75.8399416666667,-28.7315944444444,9.03608993432085,ADP.2019-11-27T06:58:09.582,2018-08-31 14:21:07,2019-10-12T04:18:43.643,0.035,
15,SN2018fit,II,,,,,,351.317489,13.934368,351.317408333333,13.9340111111111,1.3153527800207,ADP.2019-12-08T00:33:13.241,2018-08-21 12:36:00,2019-10-17T04:11:57.476,0.014,
16,SN2018ezx,Ia,0,1 2,0,4,1 2,62.032636,-8.831268,62.0337083333333,-8.83318055555556,7.8712982367721,ADP.2017-01-18T15:19:35.833,2018-08-12 09:07:12,2016-11-08T05:42:06.153,0.032903,
17,SN2018evy,II,,,,,,275.659289,15.696643,275.659083333333,15.6965694444444,0.760386062177211,ADP.2019-07-20T08:00:23.865,2018-08-11 09:11:31,2019-05-06T06:36:09.116,0.018,
18,SN2018evk,II,,,,,,348.937416,6.91132,348.937325,6.91102777777778,1.10112297398854,ADP.2019-11-28T13:05:53.710,2018-08-08 14:06:43,2019-10-08T03:06:39.880,0.03,
19,SN2018eog,II,,,,,,307.045867,-3.136819,307.050208333333,-3.13633055555556,15.7041421437904,ADP.2019-06-16T06:18:07.639,2018-08-02 14:13:56,2019-05-21T08:06:26.470,0.015,
20,SN2018djd,Ia,1,1,0,8,1,33.639763,-0.76636,33.6409583333333,-0.765769444444445,4.79938497377333,ADP.2017-11-20T17:51:27.822,2018-07-12 08:23:59,2017-10-28T04:19:18.173,0.026385,
21,SN2018dfh,II,,,,,,77.889475,-21.269567,77.8894125,-21.2695194444444,0.270689124760384,ADP.2019-09-11T17:15:33.753,2018-07-10 10:19:12,2019-08-15T08:55:19.880,0.013836,
22,SN2018dfg,II,,,,,,211.644686,-5.450023,211.644620833333,-5.45048888888889,1.69338137551373,ADP.2019-08-19T09:40:32.186,2018-07-10 10:24:54,2019-07-22T00:35:18.750,0.0095,
23,SN2018ddr,IIb,,,,,,209.660389,7.21729,209.660291666667,7.21701944444444,1.03417519069101,ADP.2019-08-20T01:20:21.183,2018-07-03 07:13:26,2019-04-15T05:54:57.570,0.01462,
24,SN2018cvn,II,,,,,,22.609141,-26.779392,22.6132916666667,-26.78495,24.0477346247604,ADP.2019-07-25T23:53:04.583,2018-06-26 07:55:12,2019-06-14T08:41:34.576,0.0198,
25,SN2018cuf,II,,,,,,319.048729,-64.477072,319.048125,-64.4826388888889,20.0626829288467,ADP.2019-05-21T19:16:09.346,2018-06-23 15:53:16,2019-04-12T08:45:06.573,0.0108,
26,SN2018cow,Ic-BL,,,,,,244.001019,22.268325,244.000916666667,22.2680305555556,1.11347642648238,ADP.2019-06-16T07:00:25.710,2018-06-16 10:35:02,2019-05-22T06:18:07.106,0.014,
27,SN2018cho,IIP,,,,,,3.362407,17.486107,3.3605,17.4887694444444,11.6079075294713,ADP.2019-08-05T20:38:18.822,2018-06-04 06:38:52,2019-07-15T06:25:14.716,nan,
28,SN2018bsz,II,,,,,,242.413464,-32.063029,242.412966666667,-32.062675,1.98149076443003,ADP.2019-08-24T13:36:56.637,2018-05-17 00:00:00,2019-08-01T02:05:37.720,0.026665,
29,SN2018aqi,Ia,,,2,1,0 2,162.098075,-25.162193,162.106054166667,-25.1599722222222,27.2008946317145,ADP.2017-03-21T11:15:10.512,2018-04-06 01:40:48,2017-01-31T04:21:02.326,0.012509,
30,SN2018anu,II,,,,,,264.064067,18.978661,264.059795833333,18.9823861111111,19.7801861993222,ADP.2020-03-18T14:28:42.201,2018-03-29 11:20:34,2020-03-07T08:27:46.560,0.039,
31,SN2018ant,II,,,,,,129.131135,-11.827667,129.131041666667,-11.8280194444444,1.31072739151084,ADP.2019-06-26T18:53:49.083,2018-03-29 09:02:52,2019-05-18T23:05:34.193,0.0197,
32,SN2018aad,II-pec,,,,,,59.50677,-65.506592,59.5064166666667,-65.5067611111111,0.805444383760761,ADP.2019-08-19T20:30:24.233,2018-03-05 01:55:12,2019-07-20T08:46:53.853,0.024,
33,SN2018zz,Ia,0,1,3,1,1,210.911297,-33.978021,210.912625,-33.9786388888889,4.54587799322254,ADP.2016-07-12T07:52:45.162,2018-03-03 22:04:48,2015-08-08T01:03:57.016,0.013763,
34,SN2018yo,IIP,,,,,,190.29523,-1.591486,190.2965,-1.58883055555556,10.5958972943764,ADP.2019-08-20T14:23:58.107,2018-02-26 10:11:38,2019-07-27T23:15:59.950,0.0133,
35,SN2018pq,II,,,,,,193.880436,-50.060088,193.880379166667,-50.0547111111111,19.3572456968832,ADP.2019-06-25T15:59:52.914,2018-02-08 09:07:12,2019-05-09T04:12:39.673,0.007111,
36,SN2018ie,Ic-BL,,,,,,163.510747,-16.026552,163.504333333333,-16.0226611111111,26.2428613289053,ADP.2019-08-01T20:08:57.585,2018-01-18 12:06:10,2019-07-03T23:44:16.783,nan,
37,SN2018ec,Ic,,,,,,156.963793,-43.903952,156.961541666667,-43.90175,9.84590931303922,ADP.2016-09-08T02:00:17.357,2018-01-03 09:36:00,2016-04-06T23:46:55.973,0.009354,
38,SN2018bl,II,,,,,,126.044764,-77.783608,126.048291666667,-77.7879305555556,15.7914522663351,ADP.2019-07-27T16:07:46.232,2018-01-06 10:33:36,2019-04-26T00:24:42.496,0.018,
39,SN2017jne,II,,,,,,137.930698,-0.258616,137.930483333333,-0.258866666666667,1.18807971995881,ADP.2020-01-09T08:38:15.139,2017-12-28 12:17:16,2019-11-13T07:31:43.096,0.05,
40,SN2017jmk,II,,,,,,348.690189,4.531469,348.688041666667,4.53073055555556,8.15188422103017,ADP.2018-09-08T04:41:44.338,2017-12-31 01:57:14,2018-07-15T08:48:37.256,0.00947,
41,SN2017jbj,II,,,,,,12.018676,-2.783957,12.0225833333333,-2.78955555555556,24.5685136381985,ADP.2019-07-26T02:10:34.417,2017-12-20 11:22:29,2019-06-19T09:25:03.923,0.013492,
42,SN2017ivv,II,,,,,,307.207689,-4.38227,307.207416666667,-4.38260833333333,1.56176047911246,ADP.2019-06-25T18:55:42.559,2017-12-12 00:43:12,2019-05-11T08:17:41.140,0.003,
43,SN2017ivu,IIP,,,,,,234.136481,16.606277,234.136291666667,16.6055805555556,2.59088521025841,ADP.2019-06-16T07:00:25.702,2017-12-11 20:34:32,2019-05-22T05:19:59.970,0.0065,
44,SN2017iuk,Ic-BL,,,,,,167.415396,-12.586344,167.414625,-12.5884694444444,8.11696091390592,ADP.2018-04-12T21:37:42.923,2017-12-07 06:05:00,2018-03-20T02:05:42.283,0.0368,
45,SN2017ipa,II,,,,,,99.492513,-15.366531,99.4922916666667,-15.3668305555556,1.32410466856522,ADP.2019-11-27T06:15:53.684,2017-11-26 18:34:33,2019-10-11T07:21:27.886,0.029,
46,SN2017imr,IIP,,,,,,65.269816,-4.717503,65.2699583333333,-4.71834722222222,3.08180372414459,ADP.2019-12-21T21:59:50.670,2017-11-23 15:45:19,2019-11-15T02:22:49.893,0.035,
47,SN2017hxv,II,,,,,,326.097985,-29.910934,326.095879166667,-29.91655,21.2586426189334,ADP.2019-06-26T16:11:39.800,2017-11-10 01:26:24,2019-05-18T08:24:17.966,0.01874,
48,SN2017hpi,II,,,,,,123.930833,-28.855326,123.930791666667,-28.8554611111111,0.503556931623473,ADP.2019-06-06T13:02:07.987,2017-10-26 06:43:12,2019-04-25T00:40:18.573,0.005661,
49,SN2017hgz,Ia,0,1,0,2,1 2,327.08082,-34.951638,327.083833333333,-34.9528888888889,9.96668344596965,ADP.2016-08-08T10:10:02.297,2017-10-10 00:28:48,2015-10-14T01:42:03.343,0.016151,
50,SN2017hcc,IIn,,,,,,0.96093,-11.474373,0.960791666666667,-11.4746111111111,0.986398184568956,ADP.2019-08-20T14:23:58.078,2017-10-02 09:04:19,2019-07-28T04:55:23.936,0.0173,
51,SN2017grn,II,,,,,,352.973573,-5.012028,352.973208333333,-5.0121,1.33321937395374,ADP.2019-07-26T02:10:34.381,2017-09-11 06:38:36,2019-06-19T07:22:39.630,0.0175,
52,SN2017gmr,II,,,,,,38.873274,-9.359906,38.87575,-9.35418888888889,22.3820074513416,ADP.2018-09-20T00:54:00.872,2017-09-04 06:23:02,2018-08-08T08:36:13.256,0.005,
53,SN2017giu,II,,,,,,26.916084,-22.686361,26.9160041666667,-22.6864388888889,0.385922249368072,ADP.2018-08-10T10:39:16.773,2017-08-12 14:25:26,2018-06-28T07:26:01.930,0.052,
54,SN2017giq,Ic,,,,,,359.478251,28.503895,359.478104166667,28.5033527777778,2.00651167998872,ADP.2018-09-13T19:33:58.004,2017-08-27 15:15:18,2018-07-30T06:20:31.256,0.03,
55,SN2017gip,II,,,,,,346.252583,28.76211,346.252541666667,28.7618694444444,0.875768865252614,ADP.2018-09-13T02:06:32.845,2017-08-27 15:20:24,2018-07-29T06:08:06.253,0.031,
56,SN2017ghw,IIn,,,,,,359.392924,2.080906,359.394808333333,2.08643888888889,21.0404147773814,ADP.2018-09-13T02:06:32.837,2017-08-25 16:09:07,2018-07-29T05:07:48.256,0.076,
57,SN2017ggw,II,,,,,,37.609751,-43.020461,37.6120416666667,-43.0147111111111,21.5598238188795,ADP.2018-08-19T04:04:17.534,2017-08-22 03:40:00,2018-07-02T08:08:55.126,0.018,
58,SN2017ggv,IIn,,,,,,343.619639,-13.530355,343.619666666667,-13.5308388888889,1.74468940962251,ADP.2018-06-19T09:30:59.357,2017-08-22 16:32:31,2018-06-02T09:18:11.416,0.025,
59,SN2017gfh,IIb,,,,,,300.865909,6.991319,300.8641875,6.99103611111111,6.23505395072941,ADP.2018-08-09T23:03:56.004,2017-08-18 20:22:50,2018-06-26T08:05:31.130,0.024,
60,SN2017gci,SLSN-I,,,,,,101.687873,-27.248481,101.687625,-27.24885,1.54746385673939,ADP.2018-10-17T16:56:54.395,2017-08-12 19:37:55,2018-08-30T08:31:05.206,0.09,
61,SN2017gbv,Ic,,,,,,55.50601,-39.331873,55.5057083333333,-39.3319305555556,0.865184480048677,ADP.2018-08-19T04:04:17.546,2017-08-16 09:21:36,2018-07-02T09:08:24.256,0.041635,
62,SN2017gax,Ib/c,,,,,,71.456201,-59.245261,71.45625,-59.2451388888889,0.448759474585,ADP.2018-09-15T14:08:26.417,2017-08-14 17:05:16,2018-08-03T08:26:05.256,0.0044,
63,SN2017gaw,II,,,,,,18.896285,-0.848281,18.8967916666667,-0.844527777777778,13.6341330700605,ADP.2018-08-30T22:31:45.875,2017-08-14 16:29:16,2018-07-03T08:01:42.130,0.038,
64,SN2017gat,Ic,,,,,,358.321262,-32.775465,358.320970833333,-32.7757888888889,1.46160422060595,ADP.2018-08-09T22:31:19.241,2017-08-13 07:40:48,2018-06-25T07:27:20.126,0.0231,
65,SN2017fwm,Ic,,,,,,288.217994,-60.384348,288.2165,-60.3828805555556,5.91377176899259,ADP.2018-05-18T03:41:57.393,2017-07-31 15:07:12,2018-05-09T08:02:25.676,0.016,
66,SN2017fvr,IIP,,,,,,71.866659,23.982903,71.867625,23.9827305555556,3.23744824432665,ADP.2018-10-17T14:35:31.527,2017-08-01 00:40:19,2018-08-24T08:36:46.210,0.013,
67,SN2017fvf,IIP,,,,,,49.473272,-7.298251,49.472125,-7.30026944444444,8.34120093519435,ADP.2018-10-17T12:58:37.289,2017-07-30 01:20:38,2018-08-22T08:23:33.206,0.017,
68,SN2017fqo,II,,,,,,28.249214,12.708531,28.2562916666667,12.7127888888889,29.2017154383903,ADP.2018-09-13T21:33:41.786,2017-07-23 05:18:14,2018-07-31T09:02:36.256,0.015,
69,SN2017fqk,II,,,,,,43.514116,2.968458,43.5092208333333,2.96793888888889,17.6979020668661,ADP.2018-10-17T12:58:37.305,2017-07-24 08:38:24,2018-08-22T06:44:51.206,0.010147,
70,SN2017fod,II,,,,,,281.231231,27.307731,281.2311625,27.3072111111111,1.8843830215179,ADP.2018-08-10T09:59:53.085,2017-07-14 12:36:00,2018-06-27T06:32:32.126,0.045,
71,SN2017fem,IIP,,,,,,218.11399,27.427308,218.113833333333,27.42675,2.07023747072815,ADP.2018-06-19T09:51:06.697,2017-07-02 08:03:50,2018-06-03T02:02:24.416,0.014,
72,SN2017fbq,II,,,,,,293.440486,-60.967004,293.44025,-60.9669694444444,0.430679777971142,ADP.2018-06-02T02:30:18.625,2017-06-27 20:38:24,2018-05-26T04:06:14.416,0.015,
73,SN2017fav,IIn,,,,,,218.025636,21.833098,218.025654166667,21.8329694444444,0.466764842108455,ADP.2018-08-09T20:47:02.284,2017-06-28 08:18:14,2018-06-22T01:21:21.126,0.046,
74,SN2017faf,II,,,,,,263.666595,26.30645,263.666620833333,26.3061027777778,1.25277705282185,ADP.2018-06-12T09:59:17.860,2017-06-28 10:23:31,2018-05-29T07:10:39.416,0.0295,
75,SN2017faa,II,,,,,,199.769678,-2.51463,199.76625,-2.51275,14.064431150689,ADP.2019-06-07T04:01:46.351,2017-06-27 07:32:09,2019-05-01T05:09:42.636,0.018,
76,SN2017ewx,Ib,,,,,,210.5728,7.682458,210.568875,7.679,18.7366761292152,ADP.2018-06-12T09:59:17.880,2017-06-20 08:21:07,2018-05-29T04:41:49.416,0.016,
77,SN2017eul,II,,,,,,26.128666,4.668336,26.1286666666667,4.66823888888889,0.349608183321028,ADP.2018-09-13T21:33:41.774,2017-06-16 05:57:07,2018-07-31T07:35:51.256,0.026,
78,SN2017eni,IIn,,,,,,46.295301,-45.550612,46.2949166666667,-45.5509694444444,1.61078459253085,ADP.2018-09-14T08:58:43.049,2017-06-05 00:46:04,2018-07-05T07:45:38.256,0.08165,
79,SN2017eiy,IIb,,,,,,357.369018,-30.419933,357.367791666667,-30.4179694444444,8.02881303903491,ADP.2018-08-09T21:53:42.281,2017-05-26 18:21:36,2018-06-24T07:26:23.130,0.047,
80,SN2017ecp,Ibn,,,,,,213.703788,-29.559944,213.703858333333,-29.5602111111111,0.986499685621732,ADP.2018-08-10T09:59:53.077,2017-05-16 06:14:24,2018-06-27T04:33:21.130,0.02,
81,SN2017eca,IIP,,,,,,241.065382,17.957957,241.065458333333,17.95765,1.13569524584508,ADP.2018-06-02T02:30:18.611,2017-05-12 12:10:04,2018-05-26T05:05:47.416,0.032,
82,SN2017dps,Ia,0,1,3,1,1,204.163917,-33.96576,204.16675,-33.9670194444444,9.59707908251291,ADP.2017-12-18T14:37:20.881,2017-05-01 06:28:48,2016-04-11T04:34:26.580,0.012465,
83,SN2017dkb,IIP,,,,,,273.513433,21.883559,273.514291666667,21.8774166666667,22.2976823958259,ADP.2018-08-10T09:59:53.093,2017-04-28 18:58:50,2018-06-27T05:33:17.126,0.016,
84,SN2017dka,II,,,,,,210.443714,9.493704,210.441916666667,9.49926111111111,20.9988209759527,ADP.2018-06-12T09:59:17.832,2017-04-30 00:34:33,2018-05-29T02:59:44.420,0.021,
85,SN2017dhu,II,,,,,,79.133278,6.463228,79.1330833333333,6.46286944444444,1.46665014085247,ADP.2018-10-17T17:37:48.368,2017-04-23 16:40:47,2018-08-31T07:47:53.206,0.043,
86,SN2017dht,II-pec,,,,,,141.778455,12.70087,141.778420833333,12.7009777777778,0.406130121043113,ADP.2020-01-16T22:01:39.041,2017-04-22 09:12:57,2020-01-10T04:10:44.313,0.091,
87,SN2017dgd,IIb,,,,,,251.41234,1.622333,251.4124,1.6223,0.246438723851514,ADP.2018-05-18T05:10:05.617,2017-04-19 13:30:43,2018-05-11T08:52:59.676,0.022,
88,SN2017dek,II,,,,,,306.436301,-21.660828,306.436291666667,-21.6610805555556,0.909736107397219,ADP.2018-08-09T23:03:56.012,2017-04-16 18:36:00,2018-06-26T09:05:55.126,0.063,
89,SN2017dch,Ic,,,,,,298.898737,-11.639357,298.89875,-11.6396388888889,1.01583469507231,ADP.2018-06-12T09:59:17.801,2017-04-15 18:24:28,2018-05-29T09:09:45.420,0.048,
90,SN2017cze,Ia,0,1,0,2,1,167.444986,-13.380692,167.4451,-13.3807388888889,0.433475900650778,ADP.2016-07-26T12:48:39.617,2017-04-11 06:57:36,2016-01-05T05:57:42.346,0.01486,
91,SN2017cjd,Ic,,,,,,177.62567,-18.595533,177.625725,-18.5958222222222,1.05797675180348,ADP.2018-09-14T08:58:43.073,2017-03-19 11:36:57,2018-07-05T00:47:12.256,0.023,
92,SN2017cin,IIn,,,,,,243.502403,26.919042,243.50275,26.9162611111111,10.0729741379023,ADP.2018-06-12T09:59:17.813,2017-03-17 14:24:00,2018-05-29T05:59:08.416,0.033,
93,SN2017caw,II,,,,,,121.959214,-61.769105,121.95875,-61.771,6.86760297945428,ADP.2018-10-25T10:09:15.067,2017-03-08 01:53:19,2018-09-27T07:52:35.893,0.027145,
94,SN2017bzm,IIn,,,,,,198.767278,-24.801444,198.767329166667,-24.8015222222222,0.327502593253502,ADP.2018-09-13T01:08:48.767,2017-03-07 13:26:24,2018-07-26T23:50:29.130,0.045,
95,SN2017bzb,II,,,,,,344.322266,-41.016323,344.322166666667,-41.0159611111111,1.33044714825855,ADP.2018-06-02T02:30:18.647,2017-03-07 05:06:55,2018-05-26T06:57:34.420,0.003132,
96,SN2017blh,II,,,,,,163.040391,-27.796407,163.0439625,-27.7977027777778,12.2931630451381,ADP.2018-09-14T08:58:43.035,2017-02-19 12:20:09,2018-07-04T23:46:12.256,0.0334,
97,SN2017bif,II,,,,,,261.612994,-60.544307,261.613,-60.5443694444444,0.225050799951799,ADP.2017-11-14T16:55:28.324,2017-02-16 14:06:43,2017-10-03T00:04:54.880,nan,
98,SN2017aym,IIP,,,,,,219.423758,2.28742,219.424083333333,2.28568055555556,6.37041364173504,ADP.2018-10-17T14:35:31.567,2017-01-13 13:47:59,2018-08-24T00:08:41.200,0.0058,
99,SN2017auf,II,,,,,,75.580805,-10.356262,75.5817083333333,-10.3563194444444,3.20569863478171,ADP.2018-10-17T14:35:31.555,2017-02-14 06:43:12,2018-08-24T07:35:21.206,0.013293,
100,SN2017anf,II,,,,,,203.303768,8.056589,203.305875,8.05705,7.69151094400923,ADP.2018-06-12T09:59:17.840,2017-02-09 12:17:16,2018-05-29T01:59:44.416,0.0233,
101,SN2017ahn,II,,,,,,159.324335,-41.625494,159.322791666667,-41.6181305555556,26.8318035726957,ADP.2016-06-21T09:55:15.898,2017-02-08 08:35:31,2015-05-18T02:42:28.470,0.009,
102,SN2017vp,II,,,,,,135.646538,9.75347,135.646333333333,9.75320555555556,1.19732971782954,ADP.2019-12-21T23:16:24.146,2017-01-26 09:11:31,2019-11-16T06:58:29.540,0.05,
103,SN2017rt,Ic,,,,,,175.87565,-16.796472,175.8719125,-16.7936861111111,16.3250347694691,ADP.2018-06-02T03:35:25.197,2017-01-10 14:32:38,2018-05-27T04:05:36.416,0.012,
104,SN2017pn,II,,,,,,71.602448,-11.988214,71.60245,-11.9884027777778,0.679636493576772,ADP.2017-12-20T14:19:23.099,2017-01-26 07:29:16,2017-12-02T07:25:43.686,0.014,
105,SN2017mw,IIb,,,,,,149.334156,-41.590299,149.337375,-41.5891611111111,9.586458981527,ADP.2018-08-31T01:32:49.315,2017-01-20 09:11:31,2018-07-03T23:56:06.256,0.012,
106,SN2017lt,II,,,,,,214.93413,-16.837399,214.934166666667,-16.8377111111111,1.13068078758223,ADP.2018-09-13T21:33:41.705,2017-01-17 06:18:43,2018-07-31T02:03:43.256,0.043,
107,SN2016jga,II,,,,,,31.411001,-59.799616,31.4095,-59.7996611111111,2.72299514399114,ADP.2017-12-13T05:34:17.680,2016-12-24 03:21:36,2017-11-30T04:33:29.613,0.0243,
108,SN2016iyz,II,,,,,,88.153405,-17.787533,88.1559583333333,-17.78715,8.8605299340635,ADP.2018-01-12T09:53:59.902,2016-12-20 09:36:50,2018-01-05T06:21:35.276,0.010556,
109,SN2016iye,IIb,,,,,,116.338179,-71.403554,116.332166666667,-71.4049722222222,8.58527319235833,ADP.2016-09-23T09:45:45.119,2016-12-19 11:23:45,2015-12-28T05:45:09.676,0.03,
110,SN2016iyd,II,,,,,,114.290936,-52.317677,114.29065,-52.3178305555556,0.837676379447545,ADP.2017-12-20T14:19:23.125,2016-12-19 06:43:12,2017-12-02T03:14:09.323,0.034,
111,SN2016ija,II,,,,,,63.023175,-32.86226,63.0316666666667,-32.8529111111111,42.3339251679184,ADP.2017-11-15T15:01:59.862,2016-11-22 17:05:16,2017-10-04T03:32:41.363,0.003468,
112,SN2016ieq,IIn,,,,,,320.60491,-11.948384,320.604958333333,-11.9485611111111,0.659933377907331,ADP.2017-11-15T15:01:59.840,2016-11-14 10:20:38,2017-10-04T04:35:18.753,0.066,
113,SN2016iaf,IIn,,,,,,86.769632,-25.768891,86.7701291666667,-25.7705083333333,6.04137801370281,ADP.2018-01-23T14:32:55.756,2016-10-30 13:40:47,2018-01-17T03:40:06.656,0.063,
114,SN2016iae,Ic,,,,,,63.023175,-32.86226,63.0230416666667,-32.8623694444444,0.56373514764194,ADP.2017-11-15T15:01:59.862,2016-11-07 11:22:33,2017-10-04T03:32:41.363,0.004,
115,SN2016hwn,II,,,,,,181.070659,21.800019,181.070333333333,21.8005111111111,2.0793071071634,ADP.2018-04-13T07:57:42.954,2016-11-06 15:07:12,2018-03-28T04:56:16.283,0.02145,
116,SN2016hvu,IIP,,,,,,338.985489,20.322908,338.9815,20.3201611111111,16.7074032925227,ADP.2019-06-16T06:18:07.682,2016-11-06 02:40:36,2019-05-21T09:19:46.473,0.01852,
117,SN2016hpt,II,,,,,,328.652613,-42.850363,328.652420833333,-42.85055,0.842870090002361,ADP.2019-11-27T06:00:58.799,2016-10-30 01:55:12,2019-10-10T01:05:25.983,0.0266,
118,SN2016hmq,II,,,,,,66.270454,-7.565478,66.2704875,-7.56561666666667,0.513315577016379,ADP.2017-12-12T19:00:50.154,2016-10-24 13:43:40,2017-12-01T07:08:20.933,0.0174,
119,SN2016hgm,II,,,,,,20.549141,0.952955,20.5492208333333,0.952055555555556,3.25072606264433,ADP.2019-08-05T20:38:18.808,2016-10-19 09:10:45,2019-07-15T07:24:51.066,0.0078,
120,SN2016hbb,II,,,,,,278.947809,22.470857,278.946666666667,22.47505,15.5657888465628,ADP.2017-11-15T15:01:59.854,2016-10-09 03:30:30,2017-10-04T00:39:02.936,0.013323,
121,SN2016gkg,IIb,,,,,,23.560318,-29.440502,23.5601666666667,-29.4400611111111,1.65659464798603,ADP.2017-12-13T05:34:17.672,2016-09-20 05:57:45,2017-11-30T03:32:30.780,0.00492,
122,SN2016gfk,Ia,0,2,0,1,2,18.532299,-32.651908,18.5269583333333,-32.6571666666667,24.9083154475725,ADP.2016-10-05T16:09:44.597,2016-09-11 11:36:28,2016-05-20T09:14:48.156,0.012,
123,SN2016eso,IIn,,,,,,74.875652,-28.865092,74.8752333333333,-28.8609,15.148816422828,ADP.2019-08-05T21:49:11.799,2016-08-08 09:50:24,2019-07-18T09:06:05.713,0.016064,
124,SN2016egz,II,,,,,,1.016178,-34.814235,1.01605833333333,-34.8144083333333,0.717267273597656,ADP.2019-11-28T14:12:36.645,2016-07-24 07:40:48,2019-10-15T04:18:02.333,0.0232,
125,SN2016cyx,II,,,,,,35.349311,16.565265,35.3449416666667,16.5652638888889,15.0767528707512,ADP.2019-08-05T20:38:18.792,2016-07-06 14:09:36,2019-07-15T08:49:06.956,0.013689,
126,SN2016cyk,II,,,,,,195.684511,-26.9406,195.684570833333,-26.9409,1.09693807954345,ADP.2019-07-27T16:07:46.208,2016-06-27 02:52:48,2019-04-26T05:28:30.570,0.016054,
127,SN2016cvk,IIn-pec,,,,,,334.956325,-40.665768,334.955791666667,-40.6675555555556,6.59793477198766,ADP.2019-06-18T16:48:16.107,2016-06-12 15:18:54,2019-05-12T08:01:50.193,0.0107,
128,SN2016cok,IIP,,,,,,170.072992,12.989723,170.079304166667,12.9824,34.4280907925424,ADP.2018-02-01T11:53:14.274,2016-05-28 07:06:54,2018-01-25T07:19:50.460,0.002425,
129,SN2016cdd,Ib,,,,,,187.973547,-51.74739,187.973483333333,-51.7474527777778,0.266857393229699,ADP.2018-03-09T11:27:23.224,2016-05-14 03:36:00,2018-03-03T08:16:05.736,0.008731,
130,SN2016ccm,IIP,,,,,,212.495574,17.764041,212.495416666667,17.7633611111111,2.50633067517199,ADP.2019-06-26T18:53:49.035,2016-05-06 21:44:11,2019-05-19T02:56:29.970,0.019,
131,SN2016bmi,IIP,,,,,,278.634422,-58.529208,278.634125,-58.5291111111111,0.658209019368964,ADP.2017-11-15T15:01:59.870,2016-04-14 11:48:36,2017-10-04T02:36:14.343,0.007455,
132,SN2016blz,II,,,,,,235.122014,0.910383,235.122083333333,0.910305555555556,0.374184277962323,ADP.2020-02-13T11:54:51.637,2016-04-10 10:33:36,2020-02-07T07:57:57.356,0.01173,
