,SN Name,SN Type,ExtraCare,SeMask2,Good,Mask,seMask,IFU RA,IFU DEC,SN RA,SN DEC,Separation,ArcName,SN Time,IFU Time,Redshift,Note
441,SN2002cr,Ia,,,1,,,211.656761,-5.439212,211.656620833333,-5.43941944444445,0.900024179117037,ADP.2016-09-30T12:42:02.370,2002-05-01 00:00:00,2016-05-15T23:46:29.103,0.009526,
442,SN2002J,Ic,,,,,,163.667653,-21.067357,163.659829166667,-21.0648888888889,27.7445938818206,ADP.2016-09-06T14:24:08.248,2002-01-21 00:00:00,2015-12-01T06:43:28.196,nan,
443,SN2001fv,II,,,,,,166.010828,28.037045,166.006920833333,28.0321388888889,21.5890663187432,ADP.2016-06-17T14:40:46.107,2001-11-10 00:00:00,2015-05-16T23:20:39.056,nan,
444,SN2001el,Ia,,,1,,,56.127499,-44.640637,56.1273791666667,-44.6399194444444,2.60137341103763,ADP.2016-10-17T15:59:37.906,2001-09-17 00:00:00,2016-07-24T08:09:09.140,0.003895,
445,SN2001du,IIP,,,,,,53.361579,-36.140594,53.37125,-36.142,28.5678381708663,ADP.2019-01-30T20:25:13.992,2001-08-24 00:00:00,2018-12-05T04:08:59.143,nan,
446,SN2001db,II,,,,,,156.963793,-43.903952,156.96,-43.9058305555556,11.9383881468876,ADP.2016-09-08T02:00:17.357,2001-01-09 00:00:00,2016-04-06T23:46:55.973,nan,
447,SN2001da,Ia,0,1,0,1,1,358.384315,8.11831,358.386579166667,8.11738888888889,8.72409630540769,ADP.2016-10-05T16:52:03.490,2001-07-09 00:00:00,2016-05-22T08:47:11.656,0.017195,
448,SN2001cp,Ia,2,,1,,,257.762307,5.841557,257.76075,5.84078055555556,6.23746741316064,ADP.2018-04-27T15:39:34.748,2001-06-19 00:00:00,2018-04-17T08:50:10.116,0.022409,
449,SN2001J,II,,,,,,135.175227,17.622425,135.180129166667,17.621,17.58462499864,ADP.2019-03-05T00:48:49.931,2001-01-15 00:00:00,2019-02-11T02:49:16.870,nan,
450,SN2001E,Ia,0,8 9 10,0,2,1 2 3,177.270786,-9.730315,177.270829166667,-9.73636111111111,21.7665388824659,ADP.2017-10-16T10:25:08.202,2001-01-05 00:00:00,2016-06-30T23:28:38.626,0.019217,
451,SN2001A,Ia,5,3,0,9,2,184.846675,5.825123,184.845879166667,5.82791944444444,10.4628939427799,ADP.2016-09-22T13:48:58.454,2001-01-01 00:00:00,2016-04-17T01:04:48.610,0.00731,
452,SN2000fs,Ia,1,1,0,2,1,47.109829,4.110938,47.1093291666667,4.11108055555556,1.86670144365365,ADP.2018-11-12T14:39:55.596,2000-09-06 00:00:00,2018-11-03T07:42:47.820,0.03,
453,SN2000ey,Ia,2,,6,,,349.854926,5.906396,349.855,5.90586111111111,1.94374712529961,ADP.2016-06-21T08:30:08.220,2000-11-11 00:00:00,2014-10-13T23:51:21.416,0.020287,
454,SN2000do,Ia,0,1 2 3,0,1,1 2 3 7,287.856458,-50.640446,287.859129166667,-50.6401388888889,6.19787617623924,ADP.2018-08-02T18:48:39.520,2000-09-30 00:00:00,2017-06-18T03:56:32.113,0.010898,
455,SN2000cl,IIn,,,,,,159.315314,-41.625668,159.316958333333,-41.6299388888889,15.9992267751265,ADP.2018-06-02T02:30:18.639,2000-05-26 00:00:00,2018-05-26T03:06:43.416,nan,
456,SN2000cb,II,,,,,,240.388436,1.711117,240.383958333333,1.70638888888889,23.4378264849057,ADP.2016-07-22T15:57:54.744,2000-04-27 00:00:00,2014-06-23T03:51:59.406,nan,
457,SN2000bg,IIn,,,,,,253.246306,2.40081,253.242208333333,2.39736111111111,19.2713636033493,ADP.2017-03-28T13:44:53.787,2000-04-01 00:00:00,2015-06-11T04:10:51.283,nan,
458,SN2000P,IIn,,,,,,196.797731,-28.235497,196.793870833333,-28.2340305555556,13.3328280981875,ADP.2016-06-21T09:55:15.914,2000-03-08 00:00:00,2015-05-18T04:11:54.813,nan,
459,SN2000A,Ia,0,3,2,3,3,351.987691,8.778501,351.995420833333,8.78391944444445,33.7167139929814,ADP.2017-10-06T15:09:34.514,2000-01-01 00:00:00,2017-09-15T06:56:53.580,0.029636,
460,SN1999gu,II,,,,,,53.255217,-27.860805,53.2506208333333,-27.8611388888889,14.6775344032431,ADP.2016-07-12T10:19:53.341,1999-12-29 00:00:00,2014-09-24T06:42:51.476,nan,
461,SN1999gn,II,,,,,,185.487526,4.468898,185.487579166667,4.46266944444445,22.4236119235245,ADP.2016-08-01T13:06:16.049,1999-12-17 00:00:00,2016-01-20T05:41:19.606,nan,
462,SN1999ga,II,,,,,,114.086992,-69.55326,114.069579166667,-69.5560611111111,24.1075085931849,ADP.2017-12-20T14:19:23.133,1999-11-19 00:00:00,2017-12-02T06:25:40.280,nan,
463,SN1999ex,Ic,,,,,,334.038379,-36.843895,334.030291666667,-36.84825,28.0826088897948,ADP.2016-06-23T09:51:35.962,1999-11-09 00:00:00,2014-10-27T00:13:18.766,0.011401,
464,SN1999ee,Ia,0,1 2,0,1,1 2,334.038379,-36.843895,334.041670833333,-36.8443611111111,9.6309819814102,ADP.2016-06-23T09:51:35.962,1999-10-07 00:00:00,2014-10-27T00:13:18.766,0.011401,
465,SN1999dh,II,,,,,,32.78035,3.849299,32.7752916666667,3.85191944444444,20.4719669906741,ADP.2018-09-20T00:54:00.850,1999-07-23 00:00:00,2018-08-08T07:36:06.256,nan,
466,SN1999ca,II,,,,,,151.344992,-34.220165,151.3455,-34.2114694444444,31.3405074971288,ADP.2016-06-17T14:40:46.098,1999-04-27 00:00:00,2015-05-17T01:41:11.203,nan,
467,SN1999br,II,,,,,,195.162905,2.501057,195.174170833333,2.49606111111111,44.3307078375979,ADP.2016-09-27T10:41:54.487,1999-04-12 00:00:00,2016-05-07T03:09:35.763,nan,
468,SN1998dl,II,,,,,,41.499877,-7.578585,41.5061208333333,-7.57363888888889,28.5223165301501,ADP.2017-10-11T08:56:15.932,1998-08-20 00:00:00,2017-09-21T05:30:40.083,nan,
469,SN1998dh,Ia,4,1 2,5,1,,348.674808,4.534629,348.667958333333,4.53725,26.3302861893452,ADP.2018-09-08T04:41:44.378,1998-07-20 00:00:00,2018-07-15T08:28:36.256,0.00947,
470,SN1998bw,Ic,,,,,,293.768855,-52.84447,293.763791666667,-52.8457805555556,11.9775573741894,ADP.2017-03-28T14:57:05.727,1998-04-28 00:00:00,2015-05-15T08:03:29.413,nan,
471,SN1998V,Ia,0,2 12 13 14 16 17,1,,,275.659289,15.696643,275.655829166667,15.7023305555556,23.7278672421872,ADP.2019-07-20T08:00:23.865,1998-03-10 00:00:00,2019-05-06T06:36:09.116,0.17532,
472,SN1997dt,Ia,0,1 2 3 4,0,2,1 2,345.015437,15.980187,345.012208333333,15.9808111111111,11.3976744770291,ADP.2018-08-09T21:08:02.554,1997-11-22 00:00:00,2018-06-23T07:47:31.130,0.007305,
473,SN1997dn,II,,,,,,163.586406,27.239319,163.578958333333,27.2353611111111,27.7722839336174,ADP.2016-06-21T10:36:39.085,1997-10-29 00:00:00,2015-05-14T23:52:14.660,nan,
474,SN1997de,Ia,,,1,,,289.591541,-60.497696,289.58675,-60.495,12.8976001686663,ADP.2019-07-27T13:36:19.272,1997-08-27 00:00:00,2019-04-30T09:18:18.880,0.012699,
475,SN1997bs,IIn,,,,,,170.054777,12.973545,170.059379166667,12.9721111111111,16.9500778212476,ADP.2018-05-17T12:54:11.773,1997-04-15 00:00:00,2018-05-08T01:36:37.676,nan,
476,SN1997X,Ic,,,,,,192.065835,-3.339205,192.0595,-3.33291944444444,32.0995129445316,ADP.2016-06-21T09:55:15.890,1997-02-01 00:00:00,2015-05-18T03:27:40.560,nan,
477,SN1996cr,IIn,,,,,,213.291983,-65.338976,213.291708333333,-65.3456694444444,24.0999308798033,ADP.2016-06-02T14:14:35.611,1996-03-16 00:00:00,2015-01-26T07:58:24.920,nan,
478,SN1996aq,Ic,,,,,,215.59929,-0.387327,215.594708333333,-0.390080555555556,19.2432616474576,ADP.2016-06-15T09:09:04.921,1996-08-17 00:00:00,2015-04-24T05:35:23.376,nan,
479,SN1996an,II,,,,,,41.499877,-7.578585,41.5034583333333,-7.57231111111111,25.9511614288091,ADP.2017-10-11T08:56:15.932,1996-07-27 00:00:00,2017-09-21T05:30:40.083,nan,
480,SN1995Y,I,,,,,,17.743904,33.150634,17.7483291666667,33.1446388888889,25.3713528227207,ADP.2016-10-12T21:30:38.624,1995-08-28 00:00:00,2016-08-16T07:27:24.513,nan,
481,SN1995V,II,,,,,,41.612796,-0.498612,41.6115416666667,-0.498780555555556,4.55601853489571,ADP.2018-01-09T20:24:08.828,1995-08-01 00:00:00,2017-12-21T02:06:20.276,nan,
482,SN1994Z,II,,,,,,5.309997,-48.628146,5.31917083333333,-48.6304194444444,23.3116373066974,ADP.2018-12-14T16:32:53.182,1994-10-02 00:00:00,2018-07-20T06:34:46.930,nan,
483,SN1994D,Ia,1,2,3,1,1 3,188.509411,7.700699,188.510208333333,7.70131111111111,3.59820764171072,ADP.2016-10-06T16:52:10.915,1994-03-07 00:00:00,2016-05-26T02:37:55.363,0.00272,
484,SN1993Z,Ia,,,,,,137.583898,7.037994,137.581670833333,7.02786111111111,37.3362431645831,ADP.2020-01-09T21:20:46.032,1993-09-23 00:00:00,2019-12-20T07:36:25.906,0.004513,
485,SN1993R,II,,,,,,356.064823,10.766996,356.068333333333,10.7691666666667,14.6693240926907,ADP.2016-07-25T13:16:34.364,1993-06-02 00:00:00,2014-06-22T07:52:30.233,nan,
486,SN1992bd,II,,,,,,41.579251,-30.275017,41.57875,-30.275,1.55881881398998,ADP.2016-10-19T09:30:52.988,1992-10-12 00:00:00,2016-07-31T09:05:44.370,nan,
487,SN1992ba,II,,,,,,85.453487,-64.300247,85.4465,-64.3002194444444,10.9082724957176,ADP.2019-11-28T14:12:36.601,1992-09-30 00:00:00,2019-10-15T07:56:12.376,nan,
488,SN1992A,Ia,4,1,5,1,1,54.116584,-34.960689,54.1142916666667,-34.95875,9.71947332703511,ADP.2017-03-20T10:48:00.581,1992-01-11 00:00:00,2017-01-20T02:02:22.086,0.00616,
489,SN1991bj,Ia-pec,,,,,,55.373419,-4.665713,55.377,-4.66378055555556,14.6113396743905,ADP.2016-07-28T11:30:23.623,1991-12-30 00:00:00,2015-09-24T04:24:40.100,nan,
490,SN1991S,Ia,0,1,1,,,157.364482,22.008323,157.365791666667,22.0128888888889,17.0084854863288,ADP.2017-03-20T10:48:00.633,1991-04-10 00:00:00,2017-01-20T04:51:52.976,0.05443,
491,SN1989B,Ia,0,1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17,5,1,,170.056254,13.00611,170.057916666667,13.0052777777778,6.55659124767151,ADP.2018-05-29T18:17:29.607,1989-01-30 00:00:00,2018-05-14T23:25:41.676,0.00234,
492,SN1988E,II,,,,,,193.37173,2.167098,193.370420833333,2.17306111111111,21.9777431964417,ADP.2016-10-10T15:14:55.707,1988-01-20 00:00:00,2016-07-02T01:57:31.586,nan,
493,SN1987K,II,,,,,,190.924981,16.394413,190.921541666667,16.3958111111111,12.9005160509514,ADP.2016-06-21T11:21:50.140,1987-07-28 00:00:00,2015-05-16T00:04:38.690,nan,
494,SN1987A,IIP,,,,,,83.866588,-69.269733,83.8666208333333,-69.2698611111111,0.463093880826991,ADP.2019-03-08T04:23:18.793,1987-02-24 00:00:00,2019-02-21T01:26:54.806,nan,
495,SN1986I,II,,,,,,184.713808,14.41534,184.717,14.4123305555556,15.5319399236854,ADP.2018-04-27T14:44:00.562,1986-05-17 00:00:00,2018-04-16T02:49:18.946,nan,
496,SN1986G,Ia-pec,,,,,,201.401652,-43.032249,201.402120833333,-43.0317194444444,2.27078522233702,ADP.2016-09-21T13:42:23.533,1986-05-03 00:00:00,2016-04-13T07:01:43.900,0.001826,
497,SN1986C,II,,,,,,175.924356,19.99464,175.930416666667,19.9891666666667,28.4367196528002,ADP.2016-08-12T08:01:20.628,1986-03-05 00:00:00,2016-03-01T05:39:05.633,nan,
498,SN1985P,II,,,,,,55.53068,-47.20541,55.5265,-47.21,19.430572549966,ADP.2019-12-22T01:22:27.741,1985-10-10 00:00:00,2019-11-21T03:24:45.893,nan,
499,SN1985G,II,,,,,,187.169028,9.258443,187.168370833333,9.26106111111111,9.71012284927199,ADP.2016-06-17T14:40:46.135,1985-03-21 00:00:00,2015-05-17T00:06:12.496,nan,
500,SN1985B,II,,,,,,180.675891,1.976988,180.683670833333,1.97931111111111,29.2134031799693,ADP.2018-04-27T16:55:36.647,1985-01-17 00:00:00,2018-04-18T03:22:56.290,nan,
501,SN1983V,II,,,,,,53.381927,-36.140771,53.3819208333333,-36.1485805555556,28.1144057156501,ADP.2018-11-07T18:46:55.997,1983-11-25 00:00:00,2018-10-17T07:20:06.530,nan,
502,SN1983S,II,,,,,,56.127499,-44.640637,56.1433333333333,-44.6425,41.1097741443229,ADP.2016-10-17T15:59:37.906,1983-10-06 00:00:00,2016-07-24T08:09:09.140,nan,
503,SN1983P,I,,,,,,221.228802,1.946332,221.233333333333,1.95333333333333,30.0180166580057,ADP.2016-06-24T10:52:33.482,1983-07-11 00:00:00,2015-06-12T01:22:13.580,nan,
504,SN1979C,IIL,,,,,,185.750712,15.805832,185.744291666667,15.7976888888889,36.7965642865413,ADP.2020-04-15T08:21:30.477,1979-04-19 00:00:00,2020-03-21T05:16:28.840,nan,
505,SN1973R,II,,,,,,170.055854,12.989789,170.047916666667,12.9963888888889,36.6024718318748,ADP.2018-05-29T16:52:53.871,1973-12-19 00:00:00,2018-05-13T23:25:40.676,nan,
506,SN1970J,I,,,,,,350.06047,8.205714,350.053333333333,8.19888888888889,35.3602593262831,ADP.2016-07-12T13:39:49.538,1970-09-24 00:00:00,2015-08-18T03:11:19.120,nan,
507,SN1970A,II,,,,,,188.173386,14.050129,188.170833333333,14.0419444444444,30.7835223313001,ADP.2016-06-21T10:36:39.152,1970-02-15 00:00:00,2015-05-15T03:37:46.683,nan,
508,SN1968I,Ia,0,2 8 9,0,1,1 2 3,197.203568,-6.777596,197.205416666667,-6.77777777777778,6.64101110551726,ADP.2017-06-14T09:12:09.346,1968-04-23 00:00:00,2016-06-01T02:14:08.836,0.005602,
509,SN1964F,II,,,,,,185.478607,4.473744,185.470833333333,4.47416666666667,27.9413877058206,ADP.2016-10-07T11:48:32.814,0000-00-00 00:00:00,2016-05-28T01:10:56.660,nan,
510,SN1961I,II,,,,,,185.495058,4.473824,185.501829166667,4.47036111111111,27.3129566816609,ADP.2019-06-14T00:20:57.204,1961-06-03 00:00:00,2019-05-27T23:40:09.216,nan,
